# Program:featureCounts v1.5.3; Command:"featureCounts" "-s" "1" "-t" "exon" "-g" "gene_name" "-M" "-a" "TetGenomeRef.gtf" "-o" "transcriptome_counts.txt" "/media/pollardlab/POLLARDLAB3/cole_pilot_initial_analysis/step2_alignment/Cole_Pilot_001_S5_R1_001_unique_and_all_MAC.sam" 
Geneid	Chr	Start	End	Strand	Length	/media/pollardlab/POLLARDLAB3/cole_pilot_initial_analysis/step2_alignment/Cole_Pilot_001_S5_R1_001_unique_and_all_MAC.sam
TTHERM_000858039	scf_8254496	78127	78600	+	474	2
TTHERM_00858040	scf_8254496;scf_8254496;scf_8254496	81290;82218;82671	82136;82572;83220	-;-;-	1752	0
TTHERM_00858050	scf_8254496;scf_8254496	84145;84632	84464;85019	-;-	708	0
TTHERM_00858070	scf_8254496	85391	85810	+	420	236
TTHERM_00858090	scf_8254496;scf_8254496;scf_8254496;scf_8254496;scf_8254496;scf_8254496;scf_8254496;scf_8254496;scf_8254496;scf_8254496;scf_8254496;scf_8254496;scf_8254496	87520;87729;88696;89671;89840;90551;91010;91134;91271;91612;91717;91942;92138	87659;87974;89008;89755;89973;90934;91078;91220;91549;91659;91816;92023;92183	-;-;-;-;-;-;-;-;-;-;-;-;-	2013	0
TTHERM_000858109	scf_8254496	92792	93157	+	366	12
TTHERM_00858110	scf_8254496;scf_8254496;scf_8254496	96179;96770;97459	96501;97284;97709	+;+;+	1089	13
TTHERM_00858120	scf_8254496;scf_8254496;scf_8254496;scf_8254496;scf_8254496;scf_8254496;scf_8254496;scf_8254496;scf_8254496;scf_8254496;scf_8254496;scf_8254496;scf_8254496;scf_8254496;scf_8254496	98746;99004;99200;99400;99587;99812;100080;100729;101053;101866;102423;104793;105757;106108;106261	98848;99098;99350;99476;99740;100022;100443;100959;101397;102136;103000;105456;105865;106212;106282	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	3480	52
TTHERM_00858130	scf_8254496;scf_8254496;scf_8254496;scf_8254496;scf_8254496	107430;107880;108140;109152;110006	107826;108078;109066;109818;110692	-;-;-;-;-	2877	0
TTHERM_000858140	scf_8254496;scf_8254496	112486;112556	112498;113145	+;+	603	0
TTHERM_00859180	scf_8254496;scf_8254496;scf_8254496;scf_8254496;scf_8254496;scf_8254496	113750;114096;115257;118949;119661;120759	114002;115186;118805;119596;120492;121531	-;-;-;-;-;-	7146	0
TTHERM_00859200	scf_8254496;scf_8254496;scf_8254496;scf_8254496;scf_8254496	125050;125269;126346;126508;126817	125184;125865;126414;126570;127020	+;+;+;+;+	1068	6
TTHERM_00859230	scf_8254496;scf_8254496;scf_8254496;scf_8254496;scf_8254496	130209;130347;132061;132610;133046	130242;130558;132297;132725;133646	-;-;-;-;-	1200	0
TTHERM_00859240	scf_8254496;scf_8254496	136853;138876	138612;138996	-;-	1881	0
TTHERM_00859250	scf_8254496;scf_8254496;scf_8254496;scf_8254496;scf_8254496	141540;142017;142319;142631;142921	141948;142213;142568;142850;143407	-;-;-;-;-	1563	0
TTHERM_00859260	scf_8254496;scf_8254496;scf_8254496	146216;146865;147261	146614;147025;147720	-;-;-	1020	0
TTHERM_00859270	scf_8254496;scf_8254496	151038;152028	151946;153476	-;-	2358	0
TTHERM_000859279	scf_8254496;scf_8254496;scf_8254496;scf_8254496;scf_8254496;scf_8254496;scf_8254496;scf_8254496;scf_8254496;scf_8254496;scf_8254496;scf_8254496;scf_8254496;scf_8254496;scf_8254496;scf_8254496;scf_8254496;scf_8254496;scf_8254496;scf_8254496;scf_8254496;scf_8254496	154168;154304;154446;154755;154898;155050;155190;155333;155491;155709;155863;156013;156163;156316;156455;156600;156750;157154;157296;157437;157573;157662	154246;154393;154535;154841;154990;155139;155279;155422;155577;155798;155952;156102;156252;156405;156544;156689;156842;157234;157379;157526;157608;157882	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	2031	0
TTHERM_00859280	scf_8254496;scf_8254496;scf_8254496;scf_8254496;scf_8254496;scf_8254496;scf_8254496;scf_8254496;scf_8254496;scf_8254496	158522;161064;161630;161881;162239;162747;162998;163367;163470;163606	160792;161546;161823;162068;162502;162931;163311;163417;163550;163645	-;-;-;-;-;-;-;-;-;-	4071	0
TTHERM_00859290	scf_8254496;scf_8254496;scf_8254496;scf_8254496	164327;164766;165240;166993	164704;165144;166938;168703	+;+;+;+	4167	35
TTHERM_000859298	scf_8254496;scf_8254496	169845;169914	169854;170518	-;-	615	0
TTHERM_000859299	scf_8254496;scf_8254496	171689;173205	173152;173279	-;-	1539	0
TTHERM_00859300	scf_8254496;scf_8254496;scf_8254496;scf_8254496;scf_8254496	173589;173750;174007;174265;174519	173631;173872;174129;174402;174703	+;+;+;+;+	612	454
TTHERM_00859320	scf_8254496;scf_8254496;scf_8254496;scf_8254496;scf_8254496;scf_8254496;scf_8254496	177571;177923;178383;178927;179793;180002;180293	177858;178039;178842;178997;179938;180190;180338	-;-;-;-;-;-;-	1317	0
TTHERM_00859330	scf_8254496;scf_8254496;scf_8254496;scf_8254496;scf_8254496;scf_8254496;scf_8254496;scf_8254496	181561;181745;181878;181941;182168;182444;182686;182824	181681;181820;181885;182087;182254;182627;182772;182971	+;+;+;+;+;+;+;+	858	0
TTHERM_00859340	scf_8254496;scf_8254496	183414;184222	184146;185447	-;-	1959	0
TTHERM_000859349	scf_8254496;scf_8254496;scf_8254496;scf_8254496;scf_8254496	186070;186545;186751;187347;187561	186471;186661;187275;187456;187645	-;-;-;-;-	1239	0
TTHERM_00859350	scf_8254496;scf_8254496	189808;189990	189939;190451	+;+	594	2
TTHERM_00859360	scf_8254496	192025	195756	-	3732	0
TTHERM_00859380	scf_8254496	199146	200021	+	876	2
TTHERM_00859400	scf_8254496	203737	206061	+	2325	0
TTHERM_01309060	scf_8254498	1130	2377	+	1248	0
TTHERM_001309064	scf_8254498;scf_8254498	3622;3682	3633;4290	+;+	621	0
TTHERM_01309070	scf_8254498;scf_8254498;scf_8254498;scf_8254498;scf_8254498;scf_8254498;scf_8254498;scf_8254498;scf_8254498;scf_8254498;scf_8254498;scf_8254498;scf_8254498;scf_8254498;scf_8254498;scf_8254498;scf_8254498;scf_8254498;scf_8254498;scf_8254498;scf_8254498	5002;5153;5373;5567;5775;5925;6140;6336;6511;6725;6886;7046;7337;7593;7756;7993;8137;8294;8499;8748;8866	5092;5242;5462;5656;5864;6014;6229;6425;6600;6814;6975;7135;7426;7682;7845;8082;8226;8374;8591;8803;8904	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	1800	0
TTHERM_001309072	scf_8254498	9453	10388	-	936	0
TTHERM_01309080	scf_8254498	13711	14673	+	963	6
TTHERM_01309090	scf_8254498;scf_8254498;scf_8254498;scf_8254498;scf_8254498;scf_8254498;scf_8254498;scf_8254498	15539;15660;15842;16017;16153;16316;16540;16680	15592;15785;15959;16090;16252;16432;16626;16918	-;-;-;-;-;-;-;-	915	0
TTHERM_01309100	scf_8254498	18843	19727	-	885	0
TTHERM_01309110	scf_8254498;scf_8254498;scf_8254498;scf_8254498;scf_8254498;scf_8254498;scf_8254498	20401;20676;20919;21065;21213;21359;21502	20587;20861;21008;21154;21308;21451;21515	-;-;-;-;-;-;-	756	0
TTHERM_01309120	scf_8254498	22492	23859	+	1368	2
TTHERM_01309130	scf_8254498;scf_8254498;scf_8254498;scf_8254498;scf_8254498;scf_8254498;scf_8254498;scf_8254498;scf_8254498;scf_8254498;scf_8254498;scf_8254498;scf_8254498;scf_8254498;scf_8254498;scf_8254498;scf_8254498;scf_8254498;scf_8254498;scf_8254498;scf_8254498;scf_8254498;scf_8254498;scf_8254498;scf_8254498	24178;24401;24666;24976;25797;26101;26344;26675;26810;26953;27098;27819;28155;28547;28997;29270;29838;30343;30681;30954;31286;31855;32151;33018;33132	24351;24590;24918;25693;26027;26283;26481;26760;26902;27045;27686;28103;28496;28951;29211;29788;30283;30621;30904;31232;31766;32032;32873;33069;33293	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	7338	0
TTHERM_01309150	scf_8254498	42558	43316	-	759	0
TTHERM_01277450	scf_8254500;scf_8254500;scf_8254500;scf_8254500;scf_8254500;scf_8254500;scf_8254500;scf_8254500;scf_8254500;scf_8254500;scf_8254500;scf_8254500;scf_8254500;scf_8254500;scf_8254500;scf_8254500;scf_8254500;scf_8254500;scf_8254500;scf_8254500	328;756;922;1168;1521;2424;2647;2918;3105;3341;3536;3715;3976;4141;4355;4578;4927;5427;5542;5762	417;845;1011;1257;1610;2513;2736;3007;3194;3430;3625;3804;4065;4230;4444;4667;5264;5485;5712;6074	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	2321	0
TTHERM_01277470	scf_8254500;scf_8254500;scf_8254500;scf_8254500;scf_8254500;scf_8254500;scf_8254500;scf_8254500;scf_8254500;scf_8254500;scf_8254500;scf_8254500;scf_8254500;scf_8254500;scf_8254500;scf_8254500;scf_8254500	7603;7689;7862;8124;8794;9098;9298;9472;9679;9797;10126;10526;10862;11136;12033;12210;12484	7627;7808;7993;8336;9043;9240;9332;9631;9746;10063;10473;10816;10993;11969;12073;12380;12589	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	3336	132
TTHERM_001277473	scf_8254500	13387	13737	-	351	0
TTHERM_01277480	scf_8254500;scf_8254500;scf_8254500;scf_8254500	13740;15227;15559;15759	14492;15417;15695;15940	+;+;+;+	1263	40
TTHERM_001277481	scf_8254500;scf_8254500	16930;17445	17329;17479	+;+	435	3
TTHERM_01277490	scf_8254500;scf_8254500;scf_8254500	19400;19719;20012	19464;19763;21656	+;+;+	1755	9
TTHERM_001277491	scf_8254500	22078	22722	+	645	0
TTHERM_01277500	scf_8254500;scf_8254500	22892;23781	23710;23864	+;+	903	2
TTHERM_001277501	scf_8254500	26585	26917	+	333	2
TTHERM_001277503	scf_8254500;scf_8254500	31001;31573	31518;33205	+;+	2151	3
TTHERM_01277520	scf_8254500;scf_8254500;scf_8254500;scf_8254500;scf_8254500;scf_8254500;scf_8254500	34050;35082;35374;35663;36071;36298;37114	34917;35126;35610;35806;36242;37053;38713	+;+;+;+;+;+;+	3822	25
TTHERM_01277530	scf_8254500;scf_8254500;scf_8254500;scf_8254500;scf_8254500	39259;40851;41210;41437;42252	40798;40994;41381;42192;43875	+;+;+;+;+	4236	11
TTHERM_001277531	scf_8254500;scf_8254500;scf_8254500;scf_8254500;scf_8254500;scf_8254500	45095;46138;46703;47144;47369;48179	45813;46634;46846;47315;48121;49526	+;+;+;+;+;+	3633	0
TTHERM_001277532	scf_8254500;scf_8254500;scf_8254500;scf_8254500;scf_8254500;scf_8254500;scf_8254500;scf_8254500;scf_8254500;scf_8254500;scf_8254500;scf_8254500;scf_8254500	50121;50264;50509;50652;50801;51101;51241;51376;51521;51674;51816;51996;52253	50208;50353;50598;50741;50890;51190;51330;51459;51610;51763;51905;52071;52262	-;-;-;-;-;-;-;-;-;-;-;-;-	1068	0
TTHERM_001277533	scf_8254500;scf_8254500;scf_8254500;scf_8254500	53666;53929;54279;54655	53676;54018;54368;54775	+;+;+;+	312	98
TTHERM_01082840	scf_8254502;scf_8254502;scf_8254502;scf_8254502;scf_8254502;scf_8254502;scf_8254502;scf_8254502;scf_8254502;scf_8254502;scf_8254502	1445;2020;2150;2265;2638;3110;3866;4199;4308;4421;5352	1966;2097;2208;2453;3028;3169;4144;4255;4363;4612;5784	-;-;-;-;-;-;-;-;-;-;-	2316	0
TTHERM_001082849	scf_8254502;scf_8254502;scf_8254502;scf_8254502;scf_8254502;scf_8254502;scf_8254502;scf_8254502;scf_8254502;scf_8254502;scf_8254502;scf_8254502;scf_8254502	8166;8262;8389;8666;8847;9052;9446;9691;10027;10285;10712;11015;11284	8204;8311;8478;8755;8936;9141;9535;9780;10116;10374;10801;11104;11374	+;+;+;+;+;+;+;+;+;+;+;+;+	1080	0
TTHERM_01082860	scf_8254502;scf_8254502	13759;14301	14239;17809	+;+	3990	4
TTHERM_01082870	scf_8254502;scf_8254502;scf_8254502	18479;19013;20357	18963;20300;20395	-;-;-	1812	0
TTHERM_01082880	scf_8254502;scf_8254502;scf_8254502;scf_8254502;scf_8254502;scf_8254502;scf_8254502;scf_8254502;scf_8254502;scf_8254502;scf_8254502;scf_8254502;scf_8254502;scf_8254502;scf_8254502;scf_8254502;scf_8254502	22650;23032;23190;23411;23571;23672;24158;25619;25891;26341;26644;26922;27094;27670;28096;28642;29845	22967;23129;23354;23498;23618;24096;25447;25836;26273;26584;26868;27041;27607;28006;28443;29658;30045	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	6039	0
TTHERM_01082890	scf_8254502;scf_8254502;scf_8254502;scf_8254502;scf_8254502;scf_8254502;scf_8254502;scf_8254502;scf_8254502;scf_8254502	31306;32144;32659;33242;33826;34511;34742;34905;35218;35502	32033;32599;33186;33689;34053;34611;34822;34968;35339;35637	-;-;-;-;-;-;-;-;-;-	2892	0
TTHERM_01082910	scf_8254502;scf_8254502;scf_8254502;scf_8254502;scf_8254502;scf_8254502;scf_8254502;scf_8254502;scf_8254502;scf_8254502;scf_8254502;scf_8254502;scf_8254502	39156;39443;39735;39983;40616;41769;41887;42564;43174;43749;44134;44352;44674	39387;39585;39927;40197;41387;41830;42438;43000;43683;44071;44300;44610;45131	+;+;+;+;+;+;+;+;+;+;+;+;+	4323	24
TTHERM_01082920	scf_8254502	45665	47185	-	1521	0
TTHERM_01082930	scf_8254502	49207	51099	-	1893	0
TTHERM_01082940	scf_8254502	52591	53979	-	1389	0
TTHERM_01082950	scf_8254502;scf_8254502	55474;55844	55784;56849	-;-	1317	0
TTHERM_01082960	scf_8254502	58826	60178	-	1353	0
TTHERM_01082970	scf_8254502	61907	63877	+	1971	123
TTHERM_01082980	scf_8254502	64892	65749	-	858	0
TTHERM_01082990	scf_8254502	67530	71015	-	3486	0
TTHERM_01083000	scf_8254502	72016	73734	+	1719	17
TTHERM_01083010	scf_8254502;scf_8254502;scf_8254502;scf_8254502;scf_8254502;scf_8254502;scf_8254502;scf_8254502;scf_8254502;scf_8254502;scf_8254502	74902;75335;75652;76067;76727;77687;77872;78024;78237;78591;78770	75277;75597;76002;76670;77620;77825;77974;78182;78505;78717;79267	+;+;+;+;+;+;+;+;+;+;+	3783	61
TTHERM_01083020	scf_8254502	80171	80578	-	408	0
TTHERM_01083030	scf_8254502;scf_8254502;scf_8254502	81551;81850;81994	81648;81915;82252	+;+;+	423	5
TTHERM_01083040	scf_8254502	87284	88609	-	1326	0
TTHERM_01083050	scf_8254502	91949	92650	+	702	4
TTHERM_01083060	scf_8254502;scf_8254502;scf_8254502	96855;97982;99869	97925;98404;99949	-;-;-	1575	0
TTHERM_01083070	scf_8254502	100022	101203	-	1182	0
TTHERM_01083080	scf_8254502;scf_8254502	103405;106425	106118;107649	-;-	3939	0
TTHERM_01083090	scf_8254502;scf_8254502;scf_8254502;scf_8254502;scf_8254502	108615;111064;111417;111769;112122	109893;111153;111506;111858;112192	-;-;-;-;-	1620	0
TTHERM_01109760	scf_8254504;scf_8254504;scf_8254504;scf_8254504;scf_8254504	392;582;764;1699;1894	527;628;1607;1834;2146	+;+;+;+;+	1416	2
TTHERM_01109770	scf_8254504;scf_8254504;scf_8254504;scf_8254504	2853;3195;4116;4369	2864;3394;4286;4459	+;+;+;+	474	1333
TTHERM_01109780	scf_8254504;scf_8254504;scf_8254504;scf_8254504;scf_8254504	5590;5745;5888;6067;6212	5672;5792;5964;6143;6364	+;+;+;+;+	438	4
TTHERM_001109782	scf_8254504;scf_8254504	6854;7097	7039;7192	-;-	282	0
TTHERM_01109790	scf_8254504;scf_8254504;scf_8254504;scf_8254504;scf_8254504;scf_8254504;scf_8254504;scf_8254504;scf_8254504;scf_8254504;scf_8254504	7617;9175;9328;9505;9672;10464;10801;11142;11665;12070;13015	8699;9272;9451;9613;10406;10738;11077;11566;11924;12837;13345	-;-;-;-;-;-;-;-;-;-;-	4485	0
TTHERM_01109800	scf_8254504;scf_8254504;scf_8254504	14408;14840;15121	14769;15017;15240	+;+;+	660	5
TTHERM_01109810	scf_8254504	16908	18482	+	1575	1
TTHERM_001109811	scf_8254504;scf_8254504;scf_8254504	19318;20206;20390	20152;20336;21130	+;+;+	1707	3
TTHERM_01109820	scf_8254504;scf_8254504;scf_8254504;scf_8254504;scf_8254504;scf_8254504;scf_8254504;scf_8254504	21813;21930;22264;22865;22988;23131;23282;23579	21870;22197;22813;22916;23073;23228;23526;23982	+;+;+;+;+;+;+;+	1761	5
TTHERM_01109830	scf_8254504;scf_8254504;scf_8254504	25382;26755;27395	26580;27267;27638	-;-;-	1956	0
TTHERM_01109840	scf_8254504;scf_8254504;scf_8254504;scf_8254504;scf_8254504;scf_8254504;scf_8254504;scf_8254504;scf_8254504;scf_8254504;scf_8254504;scf_8254504;scf_8254504;scf_8254504;scf_8254504;scf_8254504;scf_8254504	28371;28836;28983;29990;30231;30546;30688;30836;30974;31113;31271;31417;31554;31816;31972;32295;34109	28548;28925;29831;30172;30479;30635;30777;30925;31063;31208;31351;31497;31757;31911;32064;34049;34509	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	4716	0
TTHERM_001109848	scf_8254504;scf_8254504;scf_8254504;scf_8254504;scf_8254504	35068;35285;35404;35679;35767	35216;35338;35552;35694;35980	-;-;-;-;-	582	0
TTHERM_001109849	scf_8254504;scf_8254504;scf_8254504	36868;37728;38957	37595;38898;39463	-;-;-	2406	0
TTHERM_01109850	scf_8254504	39891	40631	+	741	2
TTHERM_01109860	scf_8254504;scf_8254504;scf_8254504;scf_8254504	41882;42845;44594;45161	42756;44510;45090;45920	+;+;+;+	3798	5
TTHERM_01109870	scf_8254504;scf_8254504;scf_8254504;scf_8254504	48042;48383;48722;48927	48321;48660;48865;50924	+;+;+;+	2700	2
TTHERM_01109880	scf_8254504;scf_8254504;scf_8254504;scf_8254504;scf_8254504;scf_8254504;scf_8254504;scf_8254504;scf_8254504	51412;51563;51828;51939;52745;53015;53638;54414;54612	51515;51722;51873;52540;52960;53567;53915;54551;56309	+;+;+;+;+;+;+;+;+	3795	8
TTHERM_01109900	scf_8254504;scf_8254504;scf_8254504;scf_8254504;scf_8254504;scf_8254504;scf_8254504	57516;57698;58325;59103;59822;60158;60372	57631;58203;58995;59643;60102;60310;62054	+;+;+;+;+;+;+	3951	3
TTHERM_01109910	scf_8254504;scf_8254504;scf_8254504;scf_8254504;scf_8254504;scf_8254504	63340;65400;65600;65933;66528;67846	65334;65543;65871;66461;67785;67874	-;-;-;-;-;-	4227	0
TTHERM_01109920	scf_8254504;scf_8254504;scf_8254504;scf_8254504;scf_8254504;scf_8254504;scf_8254504	68928;70797;70986;71415;72089;72481;73274	70715;70937;71260;71952;72378;73176;73658	-;-;-;-;-;-;-	4113	0
TTHERM_01109930	scf_8254504;scf_8254504;scf_8254504;scf_8254504;scf_8254504;scf_8254504	73995;74155;74475;74717;74925;75308	74098;74377;74659;74842;75139;75465	-;-;-;-;-;-	1011	0
TTHERM_01109940	scf_8254504;scf_8254504;scf_8254504	76897;79463;79842	79337;79789;80064	-;-;-	2991	0
TTHERM_01109949	scf_8254504;scf_8254504;scf_8254504;scf_8254504;scf_8254504;scf_8254504;scf_8254504;scf_8254504;scf_8254504;scf_8254504;scf_8254504;scf_8254504;scf_8254504;scf_8254504	80399;80544;80746;80895;81050;81314;81538;81820;82052;82166;82517;82786;83196;83586	80482;80678;80847;80985;81255;81478;81768;81996;82110;82460;82567;83016;83352;83671	-;-;-;-;-;-;-;-;-;-;-;-;-;-	2070	0
TTHERM_01109950	scf_8254504;scf_8254504;scf_8254504;scf_8254504;scf_8254504;scf_8254504;scf_8254504;scf_8254504	83996;84522;85164;86392;86927;87259;87549;87687	84316;84830;86321;86870;87178;87496;87631;88164	+;+;+;+;+;+;+;+	3318	21
TTHERM_01109960	scf_8254504	89359	89781	-	423	0
TTHERM_01109970	scf_8254504;scf_8254504;scf_8254504;scf_8254504;scf_8254504;scf_8254504;scf_8254504	90564;90938;91194;91313;91568;91996;92566	90879;91131;91259;91503;91927;92503;92694	-;-;-;-;-;-;-	1764	0
TTHERM_01109980	scf_8254504;scf_8254504;scf_8254504	94283;95166;95540	95110;95405;95917	+;+;+	1446	22
TTHERM_01109990	scf_8254504	96603	97724	-	1122	0
TTHERM_001109990	scf_8254504;scf_8254504	98034;98538	98487;98743	-;-	660	0
TTHERM_002653473	scf_8254506;scf_8254506;scf_8254506	534;876;1218	623;965;1307	+;+;+	270	33
TTHERM_01579310	scf_8254508	2852	4846	+	1995	10
TTHERM_01579320	scf_8254508;scf_8254508;scf_8254508;scf_8254508;scf_8254508	6974;7212;7528;7845;8133	7148;7347;7730;8052;8466	-;-;-;-;-	1056	0
TTHERM_001579320	scf_8254508;scf_8254508;scf_8254508;scf_8254508	9829;9925;10173;10861	9867;9974;10262;10981	+;+;+;+	300	41
TTHERM_002653518	scf_8254510;scf_8254510;scf_8254510;scf_8254510;scf_8254510;scf_8254510;scf_8254510;scf_8254510;scf_8254510	328;667;1008;1345;3697;4038;4379;4709;5050	417;756;1097;1434;3786;4127;4468;4798;5139	-;-;-;-;-;-;-;-;-	810	0
TTHERM_001228899	scf_8254512;scf_8254512;scf_8254512;scf_8254512;scf_8254512	314;641;995;1354;1708	384;730;1084;1443;1828	+;+;+;+;+	462	72
TTHERM_01228900	scf_8254512	3054	4805	-	1752	0
TTHERM_01228910	scf_8254512	5789	7822	+	2034	10
TTHERM_01228920	scf_8254512;scf_8254512;scf_8254512;scf_8254512;scf_8254512	9200;9740;10296;11076;11699	9631;10240;10916;11532;11889	+;+;+;+;+	2202	5
TTHERM_01228930	scf_8254512	12907	14874	+	1968	28
TTHERM_001228935	scf_8254512;scf_8254512;scf_8254512;scf_8254512;scf_8254512;scf_8254512;scf_8254512;scf_8254512;scf_8254512;scf_8254512;scf_8254512;scf_8254512;scf_8254512	16451;17018;17364;17695;18024;18369;18707;19049;19389;19726;20028;20354;20698	16752;17107;17453;17784;18113;18458;18796;19138;19478;19842;20117;20443;20818	+;+;+;+;+;+;+;+;+;+;+;+;+	1440	187
TTHERM_001228941	scf_8254512;scf_8254512;scf_8254512;scf_8254512	24244;24549;24890;25440	24314;24638;24979;25560	+;+;+;+	372	40
TTHERM_001228947	scf_8254512;scf_8254512;scf_8254512;scf_8254512;scf_8254512;scf_8254512;scf_8254512;scf_8254512;scf_8254512	28233;28329;28838;29165;29497;29791;30130;30470;30801	28271;28378;28927;29254;29586;29880;30219;30559;30921	+;+;+;+;+;+;+;+;+	750	104
TTHERM_001228953	scf_8254512;scf_8254512;scf_8254512;scf_8254512;scf_8254512;scf_8254512;scf_8254512	32155;32540;32870;33374;33689;34019;34336	32225;32629;32959;33463;33778;34108;34423	+;+;+;+;+;+;+	609	88
TTHERM_01228980	scf_8254512	35541	36902	+	1362	6
TTHERM_001228989	scf_8254512;scf_8254512;scf_8254512;scf_8254512;scf_8254512	37460;37683;37844;38511;38653	37631;37795;38451;38590;38819	-;-;-;-;-	1140	0
TTHERM_01228990	scf_8254512;scf_8254512;scf_8254512;scf_8254512	39190;40233;40736;40939	40124;40679;40882;41860	-;-;-;-	2451	0
TTHERM_001228999	scf_8254512;scf_8254512;scf_8254512;scf_8254512;scf_8254512;scf_8254512;scf_8254512;scf_8254512	42730;43076;43259;43440;43652;43861;44112;44382	43012;43211;43370;43580;43738;44002;44250;44475	-;-;-;-;-;-;-;-	1134	0
TTHERM_01229000	scf_8254512;scf_8254512;scf_8254512	45782;46297;46550	46214;46466;46837	+;+;+	891	13
TTHERM_01229010	scf_8254512	49210	50319	+	1110	0
TTHERM_001229011	scf_8254512;scf_8254512;scf_8254512;scf_8254512;scf_8254512;scf_8254512	52933;53291;53687;54042;54658;54764	53053;53380;53776;54131;54707;54802	-;-;-;-;-;-	480	0
TTHERM_01229030	scf_8254512	55438	61935	-	6498	0
TTHERM_001229030	scf_8254512	62233	62802	+	570	0
TTHERM_002653361	scf_8254514;scf_8254514;scf_8254514;scf_8254514;scf_8254514;scf_8254514;scf_8254514	142;489;836;1193;1556;1901;2253	231;578;925;1282;1645;1990;2342	+;+;+;+;+;+;+	630	232
TTHERM_001180979	scf_8254516;scf_8254516;scf_8254516;scf_8254516;scf_8254516;scf_8254516;scf_8254516;scf_8254516;scf_8254516;scf_8254516;scf_8254516;scf_8254516;scf_8254516;scf_8254516;scf_8254516;scf_8254516	1283;1665;2017;2370;2726;3082;3440;3793;4144;4501;4857;5208;5563;7522;8186;11632	1399;1754;2106;2459;2815;3171;3529;3882;4233;4590;4946;5297;5652;8020;11085;12008	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	4973	0
